Replicate	Time	Status	Genotype	Wolbachia	Preinf	Dose	Sex	Test
2	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
2	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
2	21	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
2	22	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
2	23	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
2	30	0	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	16	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	16	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	24	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
3	29	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	10	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	18	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
4	30	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	17	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	19	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	20	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	22	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	24	1	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
5	30	0	iso 25-18 E7	Wol-	25	E7	M	09_02_2015
1	16	1	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
2	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	28	1	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	29	1	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	29	1	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
3	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
4	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
5	30	0	CS 25-18 E7	Wol+	25	E7	M	09_02_2015
1	18	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	18	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	25	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	18	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
2	24	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	16	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	17	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	21	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	26	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
3	30	0	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	18	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	18	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	23	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	24	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	28	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
4	30	0	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	16	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	19	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	20	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
5	30	1	iso 18-18 E7	Wol-	18	E7	M	09_02_2015
1	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	23	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	25	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	25	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	27	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	24	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	28	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	30	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
2	30	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	23	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
3	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	18	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	20	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	22	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	24	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	24	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
4	30	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	19	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	21	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	22	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	24	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	29	1	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
5	30	0	CS 18-18 E7	Wol+	18	E7	M	09_02_2015
1	20	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	24	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	24	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	25	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	19	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
2	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	21	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	22	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
3	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	17	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
4	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	8	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	25	1	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
5	30	0	iso 25-18 E6	Wol-	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
1	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
2	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
3	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
4	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	25	E6	M	09_02_2015
5	30	0	CS 25-18 E6	Wol+	18	E6	M	09_02_2015
1	17	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	18	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	19	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	20	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	27	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	29	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
2	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	19	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
3	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	28	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
4	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	19	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	24	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	29	1	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
5	30	0	iso 18-18 E6	Wol-	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
1	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	22	1	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
2	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
3	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	22	1	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	23	1	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
4	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
5	30	0	CS 18-18 E6	Wol+	18	E6	M	09_02_2015
