Replicate	Time	Status	Genotype	Wolbachia	Preinf	Dose	Sex	Test	Gen	Condition
1	14	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
1	17	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
1	17	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
1	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	9	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	10	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	10	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	13	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	18	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
2	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	12	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	12	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	15	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
3	20	0	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	7	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	7	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	8	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	11	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	13	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	13	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	14	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	15	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
4	18	1	E8 Alj1c 25-18	Wol+	25	E8	M	01_12_2014	Alj1c	25-18
1	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	8	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	8	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	8	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	13	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	15	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
2	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	3	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	8	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
3	20	0	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	5	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	6	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	7	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
4	8	1	E8 Alj1ce 25-18	Wol-	25	E8	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	8	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	11	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
2	11	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	9	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
3	9	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	6	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	7	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	8	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	8	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	9	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
4	9	1	E9 Alj1c 18-18	Wol+	18	E9	M	01_12_2014	Alj1c	18-18
1	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	8	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
2	20	0	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
3	8	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	6	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	7	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	8	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
4	8	1	E9 Alj1ce 18-18	Wol-	18	E9	M	01_12_2014	Alj1ce	18-18
1	6	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
2	13	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	11	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	13	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
3	13	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	7	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	8	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	9	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	10	1	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
4	20	0	E9 Alj1c 25-18	Wol+	25	E9	M	01_12_2014	Alj1c	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	8	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
2	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	8	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
3	20	0	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	5	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	6	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
4	7	1	E9 Alj1ce 25-18	Wol-	25	E9	M	01_12_2014	Alj1ce	25-18
1	9	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	12	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	12	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	12	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	12	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	13	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	17	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	9	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	12	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	13	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
2	13	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	9	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	9	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
3	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	9	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	10	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	11	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
4	13	1	W20c E9 18-18	Wol+	18	E9	M	27_11_2014	W20c	18-18
1	7	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	7	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	10	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
1	11	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	7	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	8	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	9	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	10	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	10	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
2	10	1	W20ce E9 18-18	Wol-	18	E9	M	27_11_2014	W20ce	18-18
