##Survival to DCV, Single Dose, Pre-Infection temp 18 and 25 ºC, Post-Infection Temperature 18ºC and 25ºC
#Replicate - Vial number
#Time - d.p.i.
#Status - (1=dead, 0=censored)
#Sample = sample name
#Wolb = Wolbachia Status
#Pre_Temp = Pre-infection temperature
#Post_Temp= Post-infection temperature
Replicate;Time;Status;Sample;Wolb;Pre_Temp;Post_Temp;Sex
6;8;1;18_25 138;Wolb+;18;25;M
6;11;1;18_25 138;Wolb+;18;25;M
6;20;0;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;4;1;18_25 138;Wolb+;18;25;M
7;5;1;18_25 138;Wolb+;18;25;M
7;5;1;18_25 138;Wolb+;18;25;M
7;6;1;18_25 138;Wolb+;18;25;M
7;20;0;18_25 138;Wolb+;18;25;M
8;4;1;18_25 138;Wolb+;18;25;M
8;4;1;18_25 138;Wolb+;18;25;M
8;4;1;18_25 138;Wolb+;18;25;M
8;4;1;18_25 138;Wolb+;18;25;M
8;5;1;18_25 138;Wolb+;18;25;M
8;5;1;18_25 138;Wolb+;18;25;M
8;8;1;18_25 138;Wolb+;18;25;M
8;20;0;18_25 138;Wolb+;18;25;M
8;20;0;18_25 138;Wolb+;18;25;M
8;20;0;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;4;1;18_25 138;Wolb+;18;25;M
9;20;0;18_25 138;Wolb+;18;25;M
10;4;1;18_25 138;Wolb+;18;25;M
10;4;1;18_25 138;Wolb+;18;25;M
10;4;1;18_25 138;Wolb+;18;25;M
10;5;1;18_25 138;Wolb+;18;25;M
10;5;1;18_25 138;Wolb+;18;25;M
10;5;1;18_25 138;Wolb+;18;25;M
10;11;1;18_25 138;Wolb+;18;25;M
10;13;1;18_25 138;Wolb+;18;25;M
10;20;0;18_25 138;Wolb+;18;25;M
10;20;0;18_25 138;Wolb+;18;25;M
1;4;1;cycling iso;Wolb-;cycling;cycling;M
1;5;1;cycling iso;Wolb-;cycling;cycling;M
1;5;1;cycling iso;Wolb-;cycling;cycling;M
1;5;1;cycling iso;Wolb-;cycling;cycling;M
1;5;1;cycling iso;Wolb-;cycling;cycling;M
1;7;1;cycling iso;Wolb-;cycling;cycling;M
1;7;1;cycling iso;Wolb-;cycling;cycling;M
1;8;1;cycling iso;Wolb-;cycling;cycling;M
1;12;1;cycling iso;Wolb-;cycling;cycling;M
1;20;0;cycling iso;Wolb-;cycling;cycling;M
2;5;1;cycling iso;Wolb-;cycling;cycling;M
2;5;1;cycling iso;Wolb-;cycling;cycling;M
2;5;1;cycling iso;Wolb-;cycling;cycling;M
2;5;1;cycling iso;Wolb-;cycling;cycling;M
2;5;1;cycling iso;Wolb-;cycling;cycling;M
2;6;1;cycling iso;Wolb-;cycling;cycling;M
2;6;1;cycling iso;Wolb-;cycling;cycling;M
2;20;1;cycling iso;Wolb-;cycling;cycling;M
2;20;0;cycling iso;Wolb-;cycling;cycling;M
2;20;0;cycling iso;Wolb-;cycling;cycling;M
3;5;1;cycling iso;Wolb-;cycling;cycling;M
3;5;1;cycling iso;Wolb-;cycling;cycling;M
3;5;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
3;6;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;5;1;cycling iso;Wolb-;cycling;cycling;M
4;20;0;cycling iso;Wolb-;cycling;cycling;M
5;5;1;cycling iso;Wolb-;cycling;cycling;M
5;5;1;cycling iso;Wolb-;cycling;cycling;M
5;6;1;cycling iso;Wolb-;cycling;cycling;M
5;7;1;cycling iso;Wolb-;cycling;cycling;M
5;7;1;cycling iso;Wolb-;cycling;cycling;M
5;7;1;cycling iso;Wolb-;cycling;cycling;M
5;9;1;cycling iso;Wolb-;cycling;cycling;M
5;20;0;cycling iso;Wolb-;cycling;cycling;M
5;20;0;cycling iso;Wolb-;cycling;cycling;M
5;20;0;cycling iso;Wolb-;cycling;cycling;M
6;6;1;cycling iso;Wolb-;cycling;cycling;M
6;6;1;cycling iso;Wolb-;cycling;cycling;M
6;6;1;cycling iso;Wolb-;cycling;cycling;M
6;7;1;cycling iso;Wolb-;cycling;cycling;M
6;7;1;cycling iso;Wolb-;cycling;cycling;M
6;9;1;cycling iso;Wolb-;cycling;cycling;M
6;20;0;cycling iso;Wolb-;cycling;cycling;M
6;20;0;cycling iso;Wolb-;cycling;cycling;M
6;20;0;cycling iso;Wolb-;cycling;cycling;M
6;20;0;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;5;1;cycling iso;Wolb-;cycling;cycling;M
7;6;1;cycling iso;Wolb-;cycling;cycling;M
7;8;1;cycling iso;Wolb-;cycling;cycling;M
7;15;1;cycling iso;Wolb-;cycling;cycling;M
7;20;0;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;5;1;cycling iso;Wolb-;cycling;cycling;M
8;6;1;cycling iso;Wolb-;cycling;cycling;M
8;7;1;cycling iso;Wolb-;cycling;cycling;M
9;5;1;cycling iso;Wolb-;cycling;cycling;M
9;5;1;cycling iso;Wolb-;cycling;cycling;M
9;5;1;cycling iso;Wolb-;cycling;cycling;M
9;6;1;cycling iso;Wolb-;cycling;cycling;M
9;6;1;cycling iso;Wolb-;cycling;cycling;M
9;7;1;cycling iso;Wolb-;cycling;cycling;M
9;9;1;cycling iso;Wolb-;cycling;cycling;M
9;20;0;cycling iso;Wolb-;cycling;cycling;M
9;20;0;cycling iso;Wolb-;cycling;cycling;M
9;20;0;cycling iso;Wolb-;cycling;cycling;M
10;6;1;cycling iso;Wolb-;cycling;cycling;M
10;6;1;cycling iso;Wolb-;cycling;cycling;M
10;7;1;cycling iso;Wolb-;cycling;cycling;M
10;7;1;cycling iso;Wolb-;cycling;cycling;M
10;7;1;cycling iso;Wolb-;cycling;cycling;M
10;8;1;cycling iso;Wolb-;cycling;cycling;M
10;8;1;cycling iso;Wolb-;cycling;cycling;M
10;12;1;cycling iso;Wolb-;cycling;cycling;M
10;20;0;cycling iso;Wolb-;cycling;cycling;M
10;20;0;cycling iso;Wolb-;cycling;cycling;M
1;5;1;cycling 138;Wolb+;cycling;cycling;M
1;5;1;cycling 138;Wolb+;cycling;cycling;M
1;5;1;cycling 138;Wolb+;cycling;cycling;M
1;6;1;cycling 138;Wolb+;cycling;cycling;M
1;6;1;cycling 138;Wolb+;cycling;cycling;M
1;7;1;cycling 138;Wolb+;cycling;cycling;M
1;8;1;cycling 138;Wolb+;cycling;cycling;M
1;12;1;cycling 138;Wolb+;cycling;cycling;M
1;20;0;cycling 138;Wolb+;cycling;cycling;M
1;20;0;cycling 138;Wolb+;cycling;cycling;M
2;5;1;cycling 138;Wolb+;cycling;cycling;M
2;6;1;cycling 138;Wolb+;cycling;cycling;M
2;7;1;cycling 138;Wolb+;cycling;cycling;M
2;7;1;cycling 138;Wolb+;cycling;cycling;M
2;10;1;cycling 138;Wolb+;cycling;cycling;M
2;12;1;cycling 138;Wolb+;cycling;cycling;M
2;14;1;cycling 138;Wolb+;cycling;cycling;M
2;20;0;cycling 138;Wolb+;cycling;cycling;M
2;20;0;cycling 138;Wolb+;cycling;cycling;M
2;20;0;cycling 138;Wolb+;cycling;cycling;M
3;5;1;cycling 138;Wolb+;cycling;cycling;M
3;6;1;cycling 138;Wolb+;cycling;cycling;M
3;6;1;cycling 138;Wolb+;cycling;cycling;M
3;7;1;cycling 138;Wolb+;cycling;cycling;M
3;7;1;cycling 138;Wolb+;cycling;cycling;M
3;8;1;cycling 138;Wolb+;cycling;cycling;M
3;9;1;cycling 138;Wolb+;cycling;cycling;M
3;11;1;cycling 138;Wolb+;cycling;cycling;M
3;18;1;cycling 138;Wolb+;cycling;cycling;M
3;20;0;cycling 138;Wolb+;cycling;cycling;M
4;7;1;cycling 138;Wolb+;cycling;cycling;M
4;9;1;cycling 138;Wolb+;cycling;cycling;M
4;20;1;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
4;20;0;cycling 138;Wolb+;cycling;cycling;M
5;6;1;cycling 138;Wolb+;cycling;cycling;M
5;9;1;cycling 138;Wolb+;cycling;cycling;M
5;9;1;cycling 138;Wolb+;cycling;cycling;M
5;11;1;cycling 138;Wolb+;cycling;cycling;M
5;16;1;cycling 138;Wolb+;cycling;cycling;M
5;16;1;cycling 138;Wolb+;cycling;cycling;M
5;20;0;cycling 138;Wolb+;cycling;cycling;M
5;20;0;cycling 138;Wolb+;cycling;cycling;M
5;20;0;cycling 138;Wolb+;cycling;cycling;M
5;20;0;cycling 138;Wolb+;cycling;cycling;M
6;5;1;cycling 138;Wolb+;cycling;cycling;M
6;5;1;cycling 138;Wolb+;cycling;cycling;M
6;6;1;cycling 138;Wolb+;cycling;cycling;M
6;6;1;cycling 138;Wolb+;cycling;cycling;M
6;10;1;cycling 138;Wolb+;cycling;cycling;M
6;19;1;cycling 138;Wolb+;cycling;cycling;M
6;19;1;cycling 138;Wolb+;cycling;cycling;M
6;20;0;cycling 138;Wolb+;cycling;cycling;M
6;20;0;cycling 138;Wolb+;cycling;cycling;M
6;20;0;cycling 138;Wolb+;cycling;cycling;M
7;5;1;cycling 138;Wolb+;cycling;cycling;M
7;5;1;cycling 138;Wolb+;cycling;cycling;M
7;5;1;cycling 138;Wolb+;cycling;cycling;M
7;6;1;cycling 138;Wolb+;cycling;cycling;M
7;6;1;cycling 138;Wolb+;cycling;cycling;M
7;7;1;cycling 138;Wolb+;cycling;cycling;M
7;7;1;cycling 138;Wolb+;cycling;cycling;M
7;10;1;cycling 138;Wolb+;cycling;cycling;M
7;16;1;cycling 138;Wolb+;cycling;cycling;M
7;16;1;cycling 138;Wolb+;cycling;cycling;M
8;5;1;cycling 138;Wolb+;cycling;cycling;M
8;5;1;cycling 138;Wolb+;cycling;cycling;M
8;6;1;cycling 138;Wolb+;cycling;cycling;M
8;6;1;cycling 138;Wolb+;cycling;cycling;M
8;10;1;cycling 138;Wolb+;cycling;cycling;M
8;14;1;cycling 138;Wolb+;cycling;cycling;M
8;14;1;cycling 138;Wolb+;cycling;cycling;M
8;20;0;cycling 138;Wolb+;cycling;cycling;M
8;20;0;cycling 138;Wolb+;cycling;cycling;M
8;20;0;cycling 138;Wolb+;cycling;cycling;M
9;5;1;cycling 138;Wolb+;cycling;cycling;M
9;5;1;cycling 138;Wolb+;cycling;cycling;M
9;5;1;cycling 138;Wolb+;cycling;cycling;M
9;5;1;cycling 138;Wolb+;cycling;cycling;M
9;6;1;cycling 138;Wolb+;cycling;cycling;M
9;6;1;cycling 138;Wolb+;cycling;cycling;M
9;8;1;cycling 138;Wolb+;cycling;cycling;M
9;9;1;cycling 138;Wolb+;cycling;cycling;M
9;11;1;cycling 138;Wolb+;cycling;cycling;M
9;20;1;cycling 138;Wolb+;cycling;cycling;M
10;5;1;cycling 138;Wolb+;cycling;cycling;M
10;8;1;cycling 138;Wolb+;cycling;cycling;M
10;9;1;cycling 138;Wolb+;cycling;cycling;M
10;9;1;cycling 138;Wolb+;cycling;cycling;M
10;14;1;cycling 138;Wolb+;cycling;cycling;M
10;14;1;cycling 138;Wolb+;cycling;cycling;M
10;20;0;cycling 138;Wolb+;cycling;cycling;M
10;20;0;cycling 138;Wolb+;cycling;cycling;M
10;20;0;cycling 138;Wolb+;cycling;cycling;M
10;20;0;cycling 138;Wolb+;cycling;cycling;M
